rol;propiedad;valor;tipo
0;INSTANCE_PROCESS_GREEN;0.50
0;INSTANCE_PROCESS_RED;0.75
0;INSTANCE_PROCESS_DEFERRED;0.25
0;DEBUG_LEVEL;7
0;DEBUG_PROTOCOL;true
0;MANAGER_IP_LISTEN;127.0.0.1
0;MANAGER_PORT_LISTEN;60001
0;PROVIDER_ENABLE;true
0;PROVIDER_IP_LISTEN;127.0.0.1
0;PROVIDER_PORT_LISTEN;60003
0;PROVIDER_TEST_ENABLE;true
0;PROVIDER_TEST_CONNECTION_TIMER;30
0;CANCELLATION_ENABLE;true
0;CANCELLATION_TIMER;60
0;OFFLINE_ENABLE;true
0;OFFLINE_TIMER;60
0;OFFLINE_CARDS;true
0;OFFLINE_TVR_MASK;FFFFFFFFFF
0;OFFLINE_POS_ERROR;true
0;SPECIAL_FEATURES;1
0;EOD_TIME_START;000000
0;EOD_EXTRA_TIME;1800
0;EOD_TIME;60
0;EOD_CHANGE_STATUS;10
0;EOD_FILE_REGISTER_LENGTH;550
0;EOD_FILE_REEDITES;131
0;EOD_FILE_TOTAL_TYPE;90
0;EOD_BACKUP_DAYS;90
0;EOD_TRX_BACKUP_DAYS;365
0;SERVER_ENABLE;true
0;SERVER_IP_LISTEN;0.0.0.0
0;SERVER_PORT_LISTEN;60002
0;SERVER_LEN_KEY;256
0;SERVER_RANDOM_MASTERKEY_ENABLE;true
0;SERVER_LEN_ENCRYPT;0
0;SERVER_KEY_VOLATILE;0
0;SERVER_KEY_MOC;
0;SERVER_PROVIDER_TIMEOUT;3
0;SERVER_POS_CONNECTION_TIMEOUT;3
0;SERVER_POS_CONNECTION_ATTEMPTS;2
0;EFT_MAX_SEQUENCE;999999
0;EFT_TRACK2_FILTER_ENABLE;false
0;EFT_TRACK2_MASK;0
0;EFT_EMV_FILTER_ENABLE;false
0;EFT_EMV_SC;"2, 6"
0;EFT_CARD_MASK;true
0;EFT_ICC_DATA_FILTER_ENABLE;false
0;TRX_UPDATE_ENABLE;true
0;TRX_UPDATE_TIMER;300
0;SIGNATURE_ENABLE;true
0;SIGNATURE_TIMER;300
0;SIGNATURE_IP_LISTEN;0.0.0.0
0;SIGNATURE_PORT_LISTEN;60004
0;ALARM_ENABLE;true
0;ALARM_TIMER;60
0;ALARM_DETAILS_URL;https://solverpay.f1-connecting.com/alarm-details
0;COURIER_EMAIL_SMTP_SERVER;smtp.f1-connecting.com
0;COURIER_EMAIL_SMTP_PORT;587
0;COURIER_EMAIL_TLS_ENABLE;true
0;COURIER_EMAIL_PASS;password
0;COURIER_EMAIL_USER;email@f1-connecting.com
0;COURIER_EMAIL_NAME;Solverpay
0;OFFLINE_VERIFY_EXPIRY_DATE;false
0;TOTALS_UPDATE_ENABLE;false
0;TOTALS_UPDATE_TIMER;120
0;TRX_COMMISSION_ENABLE;true
0;TRX_COMMISSION_LIMIT;2000
0;EOD_CIDE_INCLUDES_OFFLINE;true
0;EOD_CIDE_BACKUP_DAYS;90
0;EOD_AUDIT_DAYS;90
0;PROVIDER_RECONNECTION_TIME;3
0;STATISTICS_UPDATE_TIMER;120
0;INSTANCE_MANAGER_ENABLE;true
0;INSTANCE_MANAGER_TIMER;10
0;INSTANCE_MANAGER_MAX_ERRORS;3
0;STATISTICS_UPDATE_HISTORY_DAYS;30
0;API_DEFAULT_HOST;127.0.0.1
0;KAFKA_TRX_LIMIT;2000
0;KAFKA_BROKER_URL;localhost:9092
0;KAFKA_TOPIC;quickstart-events
0;KAFKA_USER;user
0;KAFKA_PASSWORD;password
1;ALARM_ENABLE;false
1;CANCELLATION_ENABLE;false
1;OFFLINE_ENABLE;false
1;SERVER_RANDOM_MASTERKEY_ENABLE;false
1;SIGNATURE_ENABLE;false
1;TOTALS_UPDATE_ENABLE;false
1;TRX_COMMISSION_ENABLE;false
1;TRX_UPDATE_ENABLE;false
0;EOD_MAX_PROCESS;40
0;STATISTICS_UPDATE_ENABLE;true
0;INSTANCE_PROCESS_LIMIT;2000
0;MANAGER_ATTEMPTS;1
0;MANAGER_TIMER;31
0;OFFLINE_CONTACTLESS_LIMIT;300
0;PROVIDER_MAX_CHANNELS;5
0;SERVER_POS_TIMEOUT;32
0;TRX_COMMISSION_TIMER;60
0;EOD_STATUS;0
0;API_PASSWORD;123456
0;KAFKA_ENABLE;false
1;KAFKA_ENABLE;false
